account_name,statement_type
Custos de oferta pública primária,DFC
Custos de transação IPO,DFC
Custos de transação apropriados,DFC
Custos de transação captalizados,DFC
Custos de transação de financiamento pagos,DFC
Custos de transação de títulos emitidos,DFC
Custos de transação debêntures,DFC
Custos de transação do IPO,DFC
Custos de transação na captação de empréstimos e financiamentos,DFC
Custos de transação na emissão de ações pago,DFC
Custos de transação na emissão de debêntures,DFC
Custos de transação sobre empréstimos e debêntures,DFC
Custos de transações de futuras emissões,DFC
Custos de transações relacionados a empréstimos e financiamentos,DFC
Custos diretos de emissão de ações,DFC
Custos diretos iniciais de ativos de direito de uso,DFC
Custos editoriais,DFC
Custos incorridos com a emissão de debêntures,DFC
Custos incorridos na transação com debêntures,DFC
Custos incorridos sobre emissão de dívidas,DFC
Custos na Emissão de Ações,DFC
Custos na captação de debêntures,DFC
Custos na captação de empréstimos e financiamentos,DFC
Custos na emissão de ações,DFC
"Custos pagos sobre empréstimos, financiamentos e debêntures",DFC
Custos pela recompra de ações,DFC
Custos relacionados a Ações em tesouraria adquiridas,DFC
Custos sobre Captação de Empréstimos,DFC
Dação de Imóveis,DFC
Debentures,DFC
Debentures - Amortização,DFC
Debentures - Captação,DFC
Debentures - captação,DFC
Debentures - pagamento de principal,DFC
Debentures emitidas,DFC
Debêntures,DFC
Debêntures (circulante e não circulante),DFC
Debêntures - pagamento de juros,DFC
Debêntures Ativas,DFC
Debêntures Conversíveis em Ações,DFC
Debêntures Emitidas,DFC
Debêntures captadas,DFC
Debêntures conversíveis em ações,DFC
Debêntures emitidas,DFC
Decréscimo (acréscimo) de investimentos (SPCs e SPEs),DFC
Decréscimo de caixa proveniente de alienação de investimento,DFC
Demais Ajustes,DFC
Demais Ativos,DFC
Demais Ativos Circulantes,DFC
Demais Ativos de Curto e Longo Prazo,DFC
Demais Ativos e Passivos,DFC
Demais Contas a Pagar,DFC
Demais Contas a Receber,DFC
Demais Contas a Receber (AC),DFC
Demais Contas a Receber (ANC),DFC
Demais Contas a Receber (Circulante e Não Circulante),DFC
Demais Obrigações,DFC
Demais Passivos,DFC
Demais Provisões Operacionais,DFC
Demais Tributos a Pagar,DFC
Demais Tributos a Recuperar,DFC
Demais ajustes,DFC
Demais ativos,DFC
Demais ativos e passivos,DFC
Demais ativos operacionais,DFC
Demais contas a pagar,DFC
Demais contas a pagar (PC),DFC
Demais contas a pagar (PNC),DFC
Demais contas a pagar (circulante e não circulante),DFC
Demais contas a receber,DFC
Demais contas a receber (circulante e não circulante),DFC
Demais contas a receber e outros,DFC
Demais créditos e outros ativos,DFC
Demais juros pagos e recebidos,DFC
Demais obrigações,DFC
Demais obrigações e outros passivos,DFC
Demais passivos,DFC
Demais passivos operacionais,DFC
Demais provisões,DFC
Demais provisões e ajustes,DFC
Demandas Judiciais,DFC
Demandas Judiciais - Outras,DFC
Demandas Judiciais - Trabalhistas,DFC
Demandas Judiciais - pagos,DFC
Demandas Judiciais pagas,DFC
Demandas judiciais e administrativas pagas,DFC
Demandas judiciais pagas,DFC
"Demandas judiciais trabalhistas, cíveis e tributarias",DFC
Depesas Antecipadas,DFC
Deposito Judiciais,DFC
Deposito em garantia,DFC
Depositos Judiciais,DFC
Depositos judiciais,DFC
Depositos judicias,DFC
Depreciacao e Amortizacao,DFC
Depreciacao e amortizacao por aquisicao de empresa,DFC
Depreciação,DFC
Depreciação - Direito de uso,DFC
Depreciação - direito de uso (CPC 06 (R2)/IFRS 16),DFC
Depreciação Atribuída ao Estoque,DFC
Depreciação Direito de Uso - IFRS 16,DFC
Depreciação Direito de Uso por Arrendamento,DFC
Depreciação IFRS 16,DFC
Depreciação IFRS-16,DFC
Depreciação das propriedades para investimento,DFC
Depreciação de Bens do Ativo Imobilizado,DFC
Depreciação de Direito de Uso,DFC
Depreciação de Estandes de Venda,DFC
Depreciação de ativo de direito de uso,DFC
Depreciação de ativo fixo,DFC
Depreciação de bens do ativo imobilizado,DFC
Depreciação de bens do ativo imobilizado e intangivel,DFC
"Depreciação de bens, planta e equipamento.",DFC
Depreciação de direito de uso,DFC
Depreciação de imobilizado,DFC
Depreciação direito de uso,DFC
Depreciação direito de uso de bens arrendados,DFC
Depreciação direito de uso imóveis,DFC
Depreciação do Arrendamento Mercantil,DFC
Depreciação do Reembolso de benfeitorias,DFC
Depreciação do ativo de direito de uso,DFC
Depreciação do direito de uso,DFC
Depreciação do imobilizado,DFC
Depreciação do imobilizado e amortização do intangível,DFC
Depreciação e Amoritzação,DFC
Depreciação e Amort. dos bens de ativo imob. e intang.,DFC
Depreciação e Amortização,DFC
Depreciação e Amortização - Direito de uso de imóveis,DFC
Depreciação e Amortização - Imobilizado e Intangível,DFC
Depreciação e Amortização de Ativos Imobilizados eIntangíveis,DFC
Depreciação e Amortização de Bens do Ativo Imobilizado e Intangíveis,DFC
Depreciação e Amortização de Bens do Ativo Imobilizado e Intangível,DFC
Depreciação e Amortizações,DFC
Depreciação e Exaustão do Ativo Biológico,DFC
Depreciação e amortização,DFC
Depreciação e amortização (Nota 9 e 10),DFC
"Depreciação e amortização (nota 14.1,15 e 16)",DFC
Depreciação e amortização (nota 28),DFC
Depreciação e amortização - no resultado,DFC
Depreciação e amortização de bens ativo imobilizado e intangível,DFC
Depreciação e amortização do imobilizado e intangível,DFC
Depreciação e amortização*,DFC
Depreciação e amotização,DFC
Depreciação e depleção do imobilizado,DFC
Depreciação e amortização,DFC
Depreciação imobilizado,DFC
Depreciação s/ direito de uso,DFC
Depreciação sobre arrendamento,DFC
Depreciação sobre direito de uso,DFC
"Depreciação, Amortização e Exaustão",DFC
"Depreciação, Amortização e Impairment",DFC
"Depreciação, Amortização e exaustão",DFC
"Depreciação, Depleção e Amortização",DFC
"Depreciação, Exaustão e Amortização",DFC
"Depreciação, amortização e depreciação",DFC
"Depreciação, amortização e exaustão",DFC
"Depreciação, exaustão e amortização",DFC
Depreciação/Amortização,DFC
Depreciação/amortização,DFC
Depreciação e amortização,DFC
Depreciações,DFC
Depreciações - Direirto de uso imóveis,DFC
Depreciações do imobilizado e direito de uso,DFC
Depreciações e Amortizações,DFC
Depreciações e Amortizações Acumuladas,DFC
Depreciações e Armotizações,DFC
Depreciações e amortizações,DFC
Depreciações e amortizações do intangível,DFC
Depreciações sobre direitos de uso,DFC
"Depreciações, Amortizações e Exaustões",DFC
"Depreciações, amortizações e",DFC
Depreciações/Amortizações/Baixa de Imobilizado,DFC
Deprecição e Amortização,DFC
Depósito Judicial,DFC
Depósito em garantia para aquisição da LafargeHolcim,DFC
Depósito garantia,DFC
Depósito judicial,DFC
Depósito judicial no resultado,DFC
Depósito para Reinvestimento,DFC
Depósitos,DFC
Depósitos Compulsórios Banco Central do Brasil,DFC
Depósitos Judiciais,DFC
Depósitos Judiciais (ANC),DFC
Depósitos Judiciais e Fiscais,DFC
Depósitos Judiciais e Outros,DFC
Depósitos Vinculados a Litígio,DFC
Depósitos bancários vinculados,DFC
Depósitos compulsórios em bancos centrais,DFC
Depósitos de Clientes,DFC
Depósitos de Terceiros,DFC
Depósitos e Bloqueios Judiciais,DFC
Depósitos e Cauções,DFC
Depósitos e bloqueios  judiciais,DFC
Depósitos e bloqueios judiciais,DFC
Depósitos e cauções,DFC
Depósitos em Garantia,DFC
Depósitos em bancos privados,DFC
Depósitos em garantia e reservas para manutenção,DFC
Depósitos em garantias,DFC
Depósitos judiciais,DFC
Depósitos judiciais - outros ativos financeiros,DFC
Depósitos judiciais e cauções,DFC
Depósitos judiciais e contratuais,DFC
Depósitos judiciais e fiscais,DFC
Depósitos judiciais e outros,DFC
Depósitos para Demandas Judiciais,DFC
Depósitos para Recuros,DFC
Depósitos para Recursos,DFC
Depósitos vinculados,DFC
Depósitos vinculados a Class Action,DFC
Depósitos vinculados a debêntures,DFC
Depósitos vinculados a empréstimos e financiamentos,DFC
Depósitos vinculados a financiamentos,DFC
Depósitos vinculados a litígios,DFC
Depósitos vinculados ao serviço da dívida,DFC
Depósitos vinculados e judiciais,DFC
Depósitos vinculados em garantia a empréstimos - caixa restrito,DFC
Derivativo embutido - debentures conversíveis,DFC
Derivativos,DFC
Derivativos  Recebidos,DFC
Derivativos Pagos,DFC
Derivativos Pagos / Recebidos,DFC
Derivativos não realizados,DFC
Derivativos pagos e recebidos,DFC
"Derivativos recebidos (pagos), líquidos",DFC
Derivativos usados como hedge de valor justo,DFC
Desapropriação de imóvel,DFC
Desconsolidação PGN pós perda de controle,DFC
Desconsolidação das distribuidoras sob intervenção,DFC
Desconsolidação de investida por venda de participação socitétia,DFC
Desconsolidação dos financiamentos PGN,DFC
Desconto Financeiro em Financiamentos,DFC
Desconto Obtido Sobre Empréstimos,DFC
Desconto contas a receber,DFC
Desconto financeiro na cessão de recebíveis,DFC
Desconto obtido sobre passivo de arrendamento,DFC
Desconto parcelamento de tributos,DFC
Desconto sobre Arrendamentos - Covid 19,DFC
Desconto sobre locação de imóveis,DFC
Descontos - arrendamentos a pagar,DFC
Descontos Obtidos no Passivo de Arrendamento,DFC
Descontos arrendamento,DFC
Descontos arrendamento a pagar,DFC
Descontos concedidos,DFC
Descontos concedidos sobre pagamentos de arrendamentos,DFC
Descontos de financiamentos,DFC
Descontos de passivos de arrendamentos,DFC
Descontos em arrendamentos,DFC
Descontos em refinanciamento de parcelamento e empréstimos,DFC
Descontos financeiros concedidos,DFC
Descontos financeiros obtidos,DFC
Descontos nas contraprestações do passivo de arrendamento,DFC
Descontos obtidos - arrendamento mercantil,DFC
Descontos obtidos arrendamento mercantil,DFC
Descontos obtidos em arrendamentos,DFC
Descontos obtidos s/ aluguel,DFC
Descontos obtidos sobre passivo de arrendamento,DFC
Descontos sobre arrendamento mercantil,DFC
Desdobramento de ações,DFC
Desembolso relacionado à venda da VNC,DFC
Desenvolvimento de Sistemas e Licenças de Uso de Softwares e Outros,DFC
"Desp de Atual / Encargos de Prov para Ações Cíveis,Trabalhistas, Fiscais e Obrig. Legais",DFC
Despesa (receita) com entidade de previdência privada,DFC
Despesa / (receitas) Financeira (valor presente),DFC
Despesa antecipada,DFC
Despesa com Alienação de Participação Societária,DFC
Despesa com Juros sobre Arrendamentos,DFC
Despesa com Plano de Opcoes de Acoes,DFC
Despesa com concessao de ações a executivos,DFC
Despesa com imposto de renda e contribuição social,DFC
Despesa com imposto de renda e contribuição social corrente,DFC
Despesa com imposto de renda e contribução social,DFC
Despesa com juros sobre a recompra de bonds,DFC
Despesa com juros sobre empréstimos e financiamentos,DFC
"Despesa com juros, empréstimos e arrendamentos",DFC
Despesa com outorga de opções,DFC
Despesa com pagamentos baseados em ações,DFC
Despesa com plano de ações,DFC
Despesa com plano de opção de ações,DFC
Despesa com plano de opções de ações,DFC
Despesa com planos de pensão e saúde,DFC
Despesa com remuneração baseada em ação,DFC
Despesa de Imposto de Renda e Contribuicao Social,DFC
Despesa de Juros,DFC
Despesa de ajuste a valor presente e correção monetária com títulos,DFC
Despesa de ajuste a valor presente sobre arrendamentos,DFC
Despesa de amortização de intangíveis,DFC
Despesa de comercialização diferida,DFC
Despesa de entidade de plano de previdência,DFC
Despesa de imposto de renda e contribuição social,DFC
Despesa de imposto de renda e contribuição social diferido,DFC
Despesa de juros,DFC
Despesa de juros - direito de uso (CPC 06 (R2)/IFRS 16),DFC
Despesa de juros aquisições de controlada,DFC
Despesa de juros com atualização de contingências,DFC
Despesa de juros com dívidas dubordinadas,DFC
"Despesa de juros com empréstimos, financiamentos e arrendamento",DFC
Despesa de juros e variações monetárias,DFC
Despesa de juros não realizadas,DFC
"Despesa de juros sobre debêntures, empréstimos e financiamentos",DFC
Despesa de juros sobre dívidas financeiras,DFC
Despesa de juros sobre empréstimos e financiamentos,DFC
"Despesa de juros sobre empréstimos, financiamentos e debêntures",DFC
Despesa de pagamento baseado em ação,DFC
Despesa financeira,DFC
Despesa financeira - direito de uso,DFC
Despesa financeira plano de pensão,DFC
Despesa relacioanada ao plano de pagametno baseado em ações,DFC
Despesa(Receita) Variação Cambial,DFC
Despesa/Receita - Variação Cambial Imobilizado Controladora,DFC
Despesas (receitas) com juros e variações cambiais sobre empréstimos e arrendamentos,DFC
"Despesas (receitas) com juros, variações monetárias e cambiais - liquidas",DFC
"Despesas (receitas) com juros, variações monetárias e cambiais - líquidas",DFC
Despesas Antecipadas,DFC
Despesas Antecipadas (AC),DFC
Despesas Antecipadas (ANC),DFC
Despesas Antecipadas do Exercício Seguinte,DFC
Despesas Antecipadas e Outros Créditos,DFC
Despesas Atuariais,DFC
Despesas Financeiras,DFC
Despesas Financeiras de Longo Prazo,DFC
"Despesas Financeiras, Juros Passivos e Variação Monetária",DFC
Despesas a Apropriar,DFC
Despesas a repassar SPE's,DFC
Despesas antecipadas,DFC
Despesas antecipadas (circulante e não circulante),DFC
Despesas antecipadas e demais ativos,DFC
Despesas antecipadas e fundo de capitalização de concessionárias,DFC
Despesas com Atualização Monetária de Provisões Judiciais e Outros,DFC
Despesas com Aumento de Capital,DFC
"Despesas com Emissão de Ações, de Exercício Anterior",DFC
Despesas com Juros,DFC
Despesas com Oferta Publica de Ações,DFC
Despesas com Pagamentos baseados em Ações,DFC
Despesas com Plano de Opção de Ações,DFC
Despesas com Plano de Opções de Compra de Ações,DFC
Despesas com Plano de Opções e Ações,DFC
Despesas com Provisão e Passivos Contingentes,DFC
Despesas com Stock Option,DFC
Despesas com Vendas,DFC
Despesas com Vendas a Apropriar,DFC
Despesas com captação de empréstimos,DFC
"Despesas com franqueados, não liquidado",DFC
Despesas com imposto de renda e contribuição social correntes,DFC
Despesas com imposto de renda e contribuição social diferidos,DFC
Despesas com instrumentos patrimoniais outorgados,DFC
"Despesas com juros sobre empréstimos, financiamentos e debêntures, líquidas",DFC
"Despesas com juros, variações monetárias e cambiais - líquidas",DFC
Despesas com oferta publica de ações,DFC
Despesas com opções de ações,DFC
Despesas com plano de incentivo baseado em ações,DFC
Despesas com plano de opções de ações (Nota 18.2),DFC
Despesas com planos de outorga de opções de compra de ações,DFC
Despesas com provisão para perdas de crédito,DFC
Despesas com prêmio sobre liquidação antecipada,DFC
Despesas com remuneração baseado em ações,DFC
Despesas com stock options,DFC
Despesas com vendas a apropriar,DFC
Despesas comerciais a apropriar,DFC
Despesas das ativ.de financ.e investimentos,DFC
Despesas de Comercialização Diferidas,DFC
"Despesas de Comercialização de Seguros , Resseguros e Retrocessões Diferidas",DFC
Despesas de IRPJ e CSLL - Corrente,DFC
Despesas de IRPJ e CSLL - Diferido,DFC
Despesas de Imposto de Renda e Contrib Social Corrente,DFC
Despesas de Imposto de Renda e Contrib Social Diferida,DFC
Despesas de Juros,DFC
"Despesas de Juros (Empréstimos, Financiamentos, Arrendamentos, Operações com Derivativos e Licenças",DFC
Despesas de Juros - Arrendamento,DFC
Despesas de Juros e Variação Cambial de Dívidas Subordinadas,DFC
Despesas de Juros sobre Arrendamento Financeiro,DFC
Despesas de Juros sobre Debêntures,DFC
Despesas de Juros sobre Dívidas Financeiras,DFC
Despesas de ajuste a valor presente,DFC
Despesas de comercialização diferidas,DFC
"Despesas de depreciação de imobilizado, direitos de uso em arrendamento e propriedades para investim",DFC
Despesas de imposto de renda e contribuição social,DFC
Despesas de juros,DFC
Despesas de juros de arrendamentos,DFC
"Despesas de juros de empréstimos e financiamentos, debêntures e consórcios",DFC
"Despesas de juros de empréstimos, financiamentos e arrendamentos",DFC
"Despesas de juros de empréstimos, financiamentos e parcelamento de impostos",DFC
"Despesas de juros de empréstimos, financiamentos, parcelamentos, mútuos e arrendamentos",DFC
Despesas de juros e variação cambial,DFC
Despesas de juros líquidos,DFC
Despesas de juros sobre cessão de recebíveis com direito de regresso,DFC
"Despesas de juros sobre empréstimos, debêntures e custo de estruturação",DFC
Despesas de stock options reconhecida no exercício,DFC
Despesas do exercício seguinte,DFC
"Despesas e receitas com juros e variações cambiais, líquidas",DFC
Despesas financeiras,DFC
Despesas financeiras - líquidas,DFC
Despesas financeiras com juros de coligadas,DFC
Despesas financeiras com juros de empréstimos e variação cambial,DFC
Despesas financeiras com juros de parcelamento de tributos,DFC
Despesas financeiras líquidas,DFC
Despesas financeiras líquidas não realizadas,DFC
Despesas financeiras por aquisição de investimentos,DFC
"Despesas financeiras sobre empréstimos, financiamentos e debêntures",DFC
Despesas pagas,DFC
Despesas pagas antecipadamente,DFC
Despesas relativas ao Plano de Ações,DFC
"Despesas/receitas de Juros e Relacionadas, Líquidas",DFC
Despesass antecipadas,DFC
Desreconhecimento de caixa na formação de joint venture,DFC
Destinação de dividendos a receber,DFC
Destinação de dividendos por investida controlada ao valor justo,DFC
Destinação deliberada em AGE de janeiro de 2022,DFC
Deságio Dívida - Recuperação Judicial,DFC
Deságio dívida - Recuperação Judicial,DFC
Deságio em Investimentos,DFC
Deságio em investimentos,DFC
Deságio na Auisição de Investimentos,DFC
Deságio na aquisição de recebíveis,DFC
"Deságio obtido em leilão para liquidação do FOMENTAR, CEI e PRODUZIR",DFC
Devedores Diversos,DFC
Devolução de Capital aos Acionistas,DFC
Devolução de Recursos Estado de Goiás,DFC
Devolução de adiantamento a fornecedores,DFC
Devolução de adiantamento de fornecedores,DFC
Devolução de capital,DFC
Diferimento de Impostos,DFC
Diluição da participação de acionistas não controladores,DFC
Diminuição (aumento) de aplicações financeiras,DFC
Diminuição (aumento) em aplicações financeiras,DFC
Diminuição das despesas antecipadas,DFC
Diminuição de concessionárias e permissionárias,DFC
Diminuição de outros ativos,DFC
Diminuição de títulos de créditos a receber,DFC
Diminuição em Investimentos,DFC
Diminuição em adiantamentos concedidos,DFC
Diminuição em imóveis adjudicados,DFC
Diminuição em juros sobre capital próprio a pagar,DFC
Direito de Ressarcimento,DFC
Direito de Uso,DFC
Direito de Uso - CPC 06,DFC
Direito de Uso de Arrendamento,DFC
Direito de concessão - GSF,DFC
Direito de opção de,DFC
Direito de uso,DFC
Direito de uso e Arrendamentos a pagar,DFC
Direito de uso em arrendamento,DFC
Direitos de Uso a Pagar - Arrendamentos,DFC
Direitos de empréstimos em aquisições futura,DFC
Direitos e obrigações com operações de derivativos,DFC
Disponível para venda,DFC
Dispêndios provenientes da liquidação de derivativos,DFC
Dissolução de Controlada Indireta,DFC
Dissolução de SCP,DFC
Dissolução de capital,DFC
Distrato de Contratos do Intangível,DFC
Distratos a pagar,DFC
Distribuição a outros não-controladores,DFC
Distribuição a sócios não controladores,DFC
Distribuição de Dividendos,DFC
Distribuição de Dividendos/Juros sobre Capital Próprio,DFC
Distribuição de Dividendos/Juros sobre capital próprio,DFC
Distribuição de Dividendos/Pagamento de Juros sobre Capital Próprio,DFC
Distribuição de Lucros,DFC
Distribuição de Lucros  e Antecipação de Dividendos,DFC
Distribuição de Lucros - períodos anteriores,DFC
Distribuição de dividendos,DFC
Distribuição de dividendos de controladas,DFC
Distribuição de dividendos e juros sobre o capital próprio,DFC
Distribuição de juros sobre capital próprio,DFC
Distribuição de lucro e dividendos pagos,DFC
Distribuição de lucros,DFC
Distribuição de participação no resultado,DFC
Distribuição de recursos para Limited Partners - investimentos imobiliários,DFC
Distribuição de recursos para Limited Partners - private equity,DFC
Distribuição desproporcional e outras,DFC
Divida Aquisição,DFC
Dividendo adicional proposto,DFC
Dividendo e Juros sobre Capital Próprios Pagos,DFC
Dividendo e Juros sobre o Capital Próprio Recebidos,DFC
Dividendo e demais recursos aplicados,DFC
Dividendo e juros sobre capital próprio pagos,DFC
Dividendo e juros sobre o capital próprio pagos,DFC
Dividendo e juros sobre o capital próprio recebidos,DFC
Dividendo obrigatório pago,DFC
Dividendo pagos antecipadamente,DFC
Dividendos,DFC
Dividendos  recebidos,DFC
Dividendos (Controladas) pagos a minoritários,DFC
Dividendos / JCP Recebidos de Investimentos em Coligadas e Entidades Contr em Conj,DFC
Dividendos / JSCP pagos no exercício,DFC
Dividendos / Juros Acionistas,DFC
"Dividendos Complementar, Pagos ao exercício anterior",DFC
Dividendos Declarados,DFC
Dividendos Distribuídos,DFC
Dividendos Distribuídos para Não Controladores,DFC
Dividendos Distribuídos por Controlada,DFC
Dividendos E Jcp Pagos,DFC
Dividendos Obrigatórios,DFC
Dividendos Pagos,DFC
Dividendos Pagos a acionistas controladores,DFC
Dividendos Propostos,DFC
Dividendos Recebidos,DFC
Dividendos Recebidos de Coligadas,DFC
Dividendos Recebidos de Controladas,DFC
Dividendos Recebidos de Controladas e Coligadas,DFC
"Dividendos Recebidos de Controladas, Coligadas e Controladas em Conjunto",DFC
Dividendos Recebidos de Investidas,DFC
Dividendos Recebidos de Participações,DFC
Dividendos Recebidos de Terceiros,DFC
Dividendos Usiminas,DFC
Dividendos a Distribuir por controladas,DFC
Dividendos a Pagar,DFC
Dividendos a Receber,DFC
Dividendos a pagar,DFC
Dividendos a receber,DFC
Dividendos a receber controladas,DFC
Dividendos a receber de controlada em conjunto,DFC
Dividendos controladas em conjunto e coligadas,DFC
Dividendos de controladas pagos após combinação de negócio,DFC
Dividendos distribuidos,DFC
Dividendos distribuídos,DFC
Dividendos e JCP - Títulos e valores mobiliários,DFC
Dividendos e JCP Pagos,DFC
Dividendos e JCP Recebidos,DFC
Dividendos e JCP a pagar,DFC
Dividendos e JCP e Recebidos,DFC
Dividendos e JCP pagos,DFC
Dividendos e JSCP Pagos,DFC
Dividendos e JSCP pagos a acionaistas não controladores da Smiles,DFC
Dividendos e JSCP pagos aos acionistas da Neoenergia,DFC
Dividendos e JSCP pagos aos acionistas não controladores,DFC
Dividendos e Juros Pagos,DFC
Dividendos e Juros Recebidos,DFC
Dividendos e Juros Sobre Capital Próprio Pagos,DFC
Dividendos e Juros Sobre Capital Próprio Recebidos,DFC
Dividendos e Juros Sobre Capital Próprio pagos,DFC
Dividendos e Juros Sobre Capital Próprios Pagos,DFC
Dividendos e Juros Sobre o Capital Próprio Pagos,DFC
Dividendos e Juros Sobre o Capital Próprio Recebidos,DFC
Dividendos e Juros de Capital Próprio Prescritos,DFC
Dividendos e Juros s/ Cap. Próprio Pagos,DFC
Dividendos e Juros sobre Capital Proprio Recebidos,DFC
Dividendos e Juros sobre Capital Próprio,DFC
Dividendos e Juros sobre Capital Próprio Pagos,DFC
Dividendos e Juros sobre Capital Próprio Recebidos,DFC
Dividendos e Juros sobre Capital Próprio Recebidos de Investimentos em Coligadas,DFC
Dividendos e Juros sobre Capital Próprio pagos,DFC
Dividendos e Juros sobre Capital próprio recebidos de coligada,DFC
Dividendos e Juros sobre capital próprio pagos,DFC
Dividendos e Juros sobre capital prório pago a acionistas,DFC
Dividendos e Juros sobre o Capital Próprio,DFC
Dividendos e Juros sobre o Capital Próprio Pagos,DFC
Dividendos e Juros sobre o Capital Próprio Pagos a Acionistas não Controladores,DFC
Dividendos e Juros sobre o Capital Próprio Pagos no Período,DFC
Dividendos e Juros sobre o Capital Próprio Recebidos,DFC
Dividendos e Juros sobre o capital próprio recebidos,DFC
Dividendos e juros capital próprio recebidos,DFC
Dividendos e juros s/capital proprio recebidos,DFC
Dividendos e juros sobre capial próprios recebidos,DFC
Dividendos e juros sobre capital próprio,DFC
Dividendos e juros sobre capital próprio pagos,DFC
Dividendos e juros sobre capital próprio prescritos,DFC
Dividendos e juros sobre capital próprio recebidos,DFC
Dividendos e juros sobre capital próprio recebidos de controladas,DFC
Dividendos e juros sobre capital próprios pagos,DFC
Dividendos e juros sobre o capital proprio,DFC
Dividendos e juros sobre o capital próprio pagos,DFC
"Dividendos e juros sobre o capital próprio pagos, líquidos",DFC
Dividendos e juros sobre o capital próprio recebidos,DFC
Dividendos e juros sobre o capital recebidos,DFC
Dividendos e reservas,DFC
Dividendos e/ou juros sobre capital próprio,DFC
Dividendos intercalares,DFC
Dividendos minimos e adicionais pagos,DFC
Dividendos mínimos obrigatórios pagos,DFC
Dividendos não reclamados,DFC
Dividendos obrigatórios pagos,DFC
Dividendos ou juros sobre o capital próprio pagos aos acionistas controladores,DFC
Dividendos ou juros sobre o capital próprio pagos aos acionistas não controladores,DFC
Dividendos pago,DFC
Dividendos pagos,DFC
Dividendos pagos a Não Controladores,DFC
Dividendos pagos a acionistas,DFC
Dividendos pagos a acionistas Petrobras,DFC
Dividendos pagos a acionistas controladores,DFC
Dividendos pagos a acionistas não controladores,DFC
Dividendos pagos a controladores,DFC
Dividendos pagos a controladores e não controladores,DFC
Dividendos pagos a minoritários,DFC
Dividendos pagos a não-controladores,DFC
Dividendos pagos acionistas preferencialistas,DFC
Dividendos pagos aos acionistas da Companhia,DFC
Dividendos pagos aos acionistas da companhia,DFC
Dividendos pagos aos acionistas não controladores,DFC
Dividendos pagos aos não controladores,DFC
Dividendos pagos e JCP,DFC
Dividendos pagos e juros sobre capital próprio,DFC
Dividendos pagos exercícios anteriores,DFC
Dividendos pagos intermediários do exercício,DFC
Dividendos pagos minóritários,DFC
Dividendos pagos no exercício,DFC
Dividendos pagos para acionistas não controladores,DFC
Dividendos pagos para minoritários,DFC
Dividendos pagos para não controladores,DFC
Dividendos pagos à acionistas não controladores,DFC
Dividendos prescritos,DFC
Dividendos propostos,DFC
Dividendos recebidos,DFC
Dividendos recebidos de Controladas,DFC
Dividendos recebidos de controladas,DFC
Dividendos recebidos de controladas e associadas,DFC
Dividendos recebidos de controladas e coligadas,DFC
Dividendos recebidos de controladas e empreendimentos controlados em conjunto (AC),DFC
Dividendos recebidos de controladas em conjunto,DFC
Dividendos recebidos de controladas em conjunto e coligadas,DFC
Dividendos recebidos de empresas controladas,DFC
Dividendos recebidos de investidas,DFC
Dividendos recebidos de subsidiárias,DFC
Dividendos recebidos no exercício,DFC
Dividendos recebidos/outros,DFC
"Dividendos, juros sobre o capital próprio",DFC
"Dividendos, lucros e juros sobre o capital próprio, pagos",DFC
Dividendos/ JCP pagos,DFC
Dividendos/JCP Destinados e não Pagos,DFC
Dividendos/JCP Pagos a Acionistas,DFC
Dividendos/JCP Recebidos,DFC
Dividendos/Lucros distribuídos,DFC
Dividendos/juros sobre capital próprio,DFC
Dos Acionistas Minoritários,DFC
Duplicata descontada,DFC
Duplicatas a Receber,DFC
Duplicatas a receber,DFC
Duplicatas descontadas,DFC
Dvidendos pagos,DFC
Débito com outras partes relacionadas,DFC
Débitos Com Partes Relacionadas,DFC
Débitos Diversos,DFC
Débitos Operacionais com Seguros e Resseguros,DFC
Débitos com Empresas Ligadas,DFC
Débitos com Partes Relacionadas,DFC
Débitos com Participantes em SCPs,DFC
Débitos com Participações em Sociedades,DFC
Débitos com coligadas,DFC
Débitos com empresas ligadas,DFC
Débitos com parceiros nos empreendimentos,DFC
Débitos com partes relacionadas,DFC
Débitos com participantes em SCPs,DFC
Débitos com pessoas ligadas obtidos,DFC
Débitos de Operações com Seguros e Resseguros,DFC
Débitos de operações de assistência a saúde,DFC
Débitos de operações de seguros e resseguros,DFC
Débitos/Créditos com Partes Relacionadas,DFC
Déficit Atuarial a pagar,DFC
Dívida Transação Excepcional,DFC
Dívida com e sem Direito de Regresso,DFC
Dívida de curto prazo - Captações,DFC
Dívida de curto prazo - Pagamentos,DFC
Dívida subordinada,DFC
Dívida subordinada e instrumentos de dívida elegíveis a capital,DFC
Dívidas Subordinadas,DFC
Dívidas com pessoas ligadas,DFC
Dívidas com pessoas ligadas - parcela complementar polo ativo,DFC
Dívidas com pessoas ligadas - polo ativo compl. - a valor de mercado,DFC
Dívidas recuperadas na aquisição de investimento,DFC
Earn Out Via Parque,DFC
Efeito Caixa de Instrumentos financeiros derivativos,DFC
Efeito IFRS 16 / CPC 06 R2,DFC
Efeito IRFS 16 / CPC 06 R2,DFC
Efeito Líquido da Baixa do Imobilizado,DFC
Efeito Líquido da Desconsolidação de Joint Venture,DFC
Efeito Líquido-Incorporação de Coligada,DFC
Efeito Operações Descontinuadas,DFC
Efeito caixa das mudanças de participações em investidas,DFC
Efeito caixa decorrente da perda de controle de participação,DFC
