account_name,statement_type
Efeito da Aplicação do IAS 29 (Hiperinflação),DFC
Efeito da Revisão Tarifária Periódica,DFC
Efeito da Variação das Taxas de Câmbio sobre o Caixa e Equivalentes a Caixa,DFC
Efeito da Venda de Investida anteriormente consolidada,DFC
Efeito da alienação de ativos,DFC
Efeito da aplicação do CPC 42 (Hiperinflação),DFC
Efeito da combinação de negócios,DFC
Efeito da desconsolidação das operações descontinuadas,DFC
Efeito da repactuação da dívida,DFC
Efeito da variação cambial empréstimos,DFC
Efeito da variação das taxas de câmbio sobre o caixa equivalentes de caixa,DFC
Efeito das Mudanças das Taxas de Câmbio em Caixa e Equivalentes de Caixa,DFC
Efeito das mudanças das taxas de câmbio em caixa e equivalentes de caixa,DFC
Efeito das mudanças de participações em investidas no caixa e equivalente de caixa,DFC
Efeito das participações acionistas não controladores,DFC
Efeito de Variação Cambial pela Conversão de Invest. no Exterior,DFC
Efeito de desconsolidação de sociedade investida,DFC
Efeito de economia hiperinflacionária,DFC
Efeito de economias hiperinflacionárias,DFC
Efeito de instrumentos financeiros,DFC
Efeito de mudanças na participação em controladas (compras e vendas),DFC
Efeito de pagamento/recebimento por venda da Elog,DFC
Efeito de participação de acionistas não controladores nas controladas,DFC
Efeito devido ao aumento no percentual de participação de investida,DFC
Efeito do Caixa -  Aquisição de Controladas,DFC
Efeito do caixa dos eventos societários,DFC
Efeito dos créditos de PIS e COFINS sobre ICMS,DFC
Efeito hiperinflação - CPC 42 / IAS 29,DFC
Efeito líquido ação judicial,DFC
Efeito líquido da baixa dos contratos de arrendamento mercantil,DFC
Efeito líquido da incorporação,DFC
Efeito líquido da redução no controle acionário,DFC
Efeito líquido de incorporação,DFC
Efeito líquido do caixa sobre a venda da operação de controlada,DFC
Efeito líquido na alienação de ações em tesouraria,DFC
Efeito líquido na incorporação de controladora,DFC
Efeito na incorporação do caixa de controladas,DFC
Efeitos da Variação das Taxas de Câmbio sobre o Caixa e Equivalentes de Caixa,DFC
Efeitos da variação das taxas de câmbio sobre o caixa e equivalentes de caixa,DFC
Efeitos das mudanças das taxas de câmbio em caixa e equivalentes de caixa,DFC
Efeitos de Incoprporação/Cisão/Alienação,DFC
Efeitos de Variação Cambial s/ Caixa e Equivalentes,DFC
Efeitos em transação de capital,DFC
Eletrobrás,DFC
Em Ativos Financeiros,DFC
Em Ativos de Contrato - Infraestrutura de Distribuição e Gás,DFC
Em Imobilizado,DFC
Em Imobilizado e Intangível,DFC
Em Intangível,DFC
Em Investimentos,DFC
Em Propriedades para Investimentos,DFC
Em Títulos e Valores Mobiliários - Aplicação Financeira,DFC
Em aplicações financeiras,DFC
Em imobilizado,DFC
Em intangível,DFC
Em investimentos,DFC
Em investimentos em controladas/coligadas,DFC
Em outros ativos não circulante,DFC
Em propriedade para investimentos,DFC
Em títulos e valores mobiliários,DFC
Emissão Debêntures,DFC
Emissão de Debênture,DFC
Emissão de Debêntures,DFC
Emissão de Debêntures (Líquido dos Custos de Captação),DFC
Emissão de Debêntures e Bond Perpétuo,DFC
Emissão de Debêntures/Contratação de Empréstimos,DFC
Emissão de Dívidas Subordinadas,DFC
Emissão de Instrumentos de Dívida Elegíveis a Capital,DFC
Emissão de Notas Promissórias,DFC
Emissão de Obrigações por Empréstimos,DFC
Emissão de Recursos de Aceites e Emissão de Títulos,DFC
Emissão de Recursos de Emissão de Títulos,DFC
Emissão de ações,DFC
"Emissão de ações na controladora, líquido dos custos da transação",DFC
Emissão de ações preferenciais,DFC
Emissão de ações sob o Programa de Clientes e IPO,DFC
Emissão de debentures,DFC
Emissão de debênture,DFC
Emissão de debêntures,DFC
Emissão de debêntures (líquido de custo de emissão),DFC
Emissão de debêntures com partes relacionadas,DFC
Emissão de debêntures e captação empréstimos e financiamentos,DFC
Emissão de dêbentures,DFC
Emissão de instrumentos de dívida elegíveis a capital,DFC
Emissão debêntures mandatoriamente conversíveis em ações,DFC
Emissão primária de ações,DFC
Emissões de Debêntures,DFC
Empresas Ligadas,DFC
Emprestimo com Coligadas,DFC
Emprestimos e Financiamentos - Amortização,DFC
Emprestimos e Financiamentos - Capitação,DFC
Emprestimos e Financiamentos - Captação ( Amortização ),DFC
Emprestimos e Financiamentos Tomados,DFC
Emprestimos e Repasses,DFC
Emprestimos e financiamentos,DFC
Emprestimos obtidos,DFC
"Emprestimos, financiamentos e debêntures captados",DFC
Empréstimo Compulsório - Eletrobras,DFC
Empréstimo a receber,DFC
Empréstimo com Controlada e Associadas,DFC
Empréstimo concedido a partes relacionadas,DFC
Empréstimo concedido a terceiros,DFC
Empréstimo para partes relacionadas,DFC
Empréstimos,DFC
Empréstimos - partes relaciondas,DFC
Empréstimos Captados,DFC
Empréstimos Concedidos,DFC
Empréstimos Concedidos a Controladas,DFC
Empréstimos Concedidos a Partes Relacionadas,DFC
"Empréstimos Concedidos à Controladora, Líquidos dos Valores Devolvidos",DFC
Empréstimos Mútuo Diretores,DFC
Empréstimos Obtidos,DFC
Empréstimos Obtidos em Moeda Estrangeira,DFC
Empréstimos Pagos a Controladora,DFC
Empréstimos Partes Relacionadas,DFC
Empréstimos Tomados,DFC
Empréstimos Tomados e Arrendamento Mercantil,DFC
Empréstimos Tomados e Debêntures,DFC
Empréstimos a Partes Relacionadas,DFC
Empréstimos a Receber,DFC
Empréstimos a partes relacionadas,DFC
Empréstimos a receber com terceiros,DFC
Empréstimos a receber de partes relacionadas,DFC
Empréstimos amortizados,DFC
Empréstimos aos condomínios,DFC
Empréstimos captados,DFC
Empréstimos com empresas ligadas,DFC
Empréstimos com partes relacionadas,DFC
Empréstimos com terceiros,DFC
Empréstimos concedidos -  partes relacionadas,DFC
Empréstimos concedidos a controladas,DFC
Empréstimos concedidos a empresas relacionadas,DFC
Empréstimos concedidos a partes relacionadas,DFC
Empréstimos concedidos às partes relacionadas,DFC
Empréstimos de partes relacionadas,DFC
"Empréstimos de partes relacionadas, líquido",DFC
Empréstimos e Adiantamento a Clientes,DFC
Empréstimos e Adiantamento a Instituições Financeiras,DFC
Empréstimos e Adiantamentos Realizados à Partes Relacionadas,DFC
Empréstimos e Adiantamentos concedidos,DFC
Empréstimos e Debêntures Pagos,DFC
Empréstimos e FInanciamentos - Amortização,DFC
Empréstimos e Financiamentos,DFC
Empréstimos e Financiamentos (Líquidos),DFC
Empréstimos e Financiamentos - Adições,DFC
Empréstimos e Financiamentos - Amortização,DFC
Empréstimos e Financiamentos - Baixas,DFC
Empréstimos e Financiamentos - Captações,DFC
Empréstimos e Financiamentos - Instituições Financeiras,DFC
Empréstimos e Financiamentos Captados,DFC
Empréstimos e Financiamentos Obtdos,DFC
Empréstimos e Financiamentos Obtidos,DFC
Empréstimos e Financiamentos Tomados,DFC
Empréstimos e Financiamentos captados,DFC
Empréstimos e Financiamentos de ICMS,DFC
Empréstimos e Financiamentos obtidos (liquidados),DFC
Empréstimos e Recebíveis,DFC
Empréstimos e Repasses,DFC
Empréstimos e adiantamentos a clientes,DFC
Empréstimos e adiantamentos de Caixas Tomados Partes Relacionadas,DFC
Empréstimos e contratos a receber,DFC
Empréstimos e debêntures,DFC
Empréstimos e financiamentos,DFC
Empréstimos e financiamentos (amortizações),DFC
Empréstimos e financiamentos (captações),DFC
Empréstimos e financiamentos - Amortização,DFC
Empréstimos e financiamentos - Ingressos,DFC
Empréstimos e financiamentos - captação,DFC
Empréstimos e financiamentos - captações,DFC
Empréstimos e financiamentos - instituições financeiras,DFC
Empréstimos e financiamentos - pagamentos,DFC
Empréstimos e financiamentos captados,DFC
Empréstimos e financiamentos com partes relacionadas,DFC
Empréstimos e financiamentos liquidados,DFC
Empréstimos e financiamentos obtidos,DFC
Empréstimos e financiamentos obtidos / debentures obitdas,DFC
Empréstimos e financiamentos pagos,DFC
Empréstimos e financiamentos pagos - juros,DFC
Empréstimos e financiamentos pagos - principal,DFC
Empréstimos e financiamentos tomados,DFC
Empréstimos e linhas de crédito,DFC
Empréstimos e recebíveis com partes relacionadas,DFC
Empréstimos entre Empresas Associadas,DFC
Empréstimos entre Partes Relacionadas,DFC
Empréstimos liquidados,DFC
Empréstimos liquidados pelas partes relacionadas,DFC
Empréstimos obtidos,DFC
Empréstimos pagos,DFC
Empréstimos pagos (juros),DFC
Empréstimos pagos (principal),DFC
Empréstimos para clientes,DFC
Empréstimos para partes relacionadas,DFC
Empréstimos para terceiros,DFC
Empréstimos partes relacionadas - captações,DFC
Empréstimos partes relacionadas - pagamentos,DFC
Empréstimos tomados,DFC
Empréstimos tomados - Principal,DFC
Empréstimos tomados com outras partes relacionadas,DFC
Empréstimos tomados de terceiros,DFC
"Empréstimos, Financiamentos e Debêntures",DFC
"Empréstimos, Financiamentos e Debêntures - amortizações",DFC
"Empréstimos, Financiamentos e Debêntures - captações",DFC
"Empréstimos, Financiamentos e Debêntures Captadas",DFC
"Empréstimos, Financiamentos e Debêntures Pagos",DFC
"Empréstimos, Financiamentos e Debênures, líquido",DFC
"Empréstimos, Financiamentos e Títulos de Dívida - captações",DFC
"Empréstimos, Financiamentos e debêntures captados",DFC
"Empréstimos, Financiamentos e debêntures pagos",DFC
"Empréstimos, Financiamentos, Debêntures e Arrend.Mercantil (Captações)",DFC
"Empréstimos, Financiamentos, Debêntures e Arrend.Mercantil (Pagamentos de Juros)",DFC
"Empréstimos, Financiamentos, Debêntures e Arrend.Mercantil (Pagamentos de Principal)",DFC
"Empréstimos, contas a pagar e a receber - Partes relacionadas",DFC
"Empréstimos, debêntures, financiamentos e partes relacionadas tomados",DFC
"Empréstimos, financiamentos e debêntures captados",DFC
"Empréstimos, financiamentos e títulos de dívida - amortizações / recompra",DFC
"Empréstimos, financiamentos e títulos de dívida - captações",DFC
Empréstimos/Amortizações,DFC
Empréstims tomados/Parcelamento de tributos e Juros pagos,DFC
Encargo de Dívida Provisionados,DFC
Encargos Capitalizados,DFC
Encargos Financeiros,DFC
Encargos Financeiros Pagos - Arrendamentos,DFC
Encargos Financeiros Pagos - Dívida,DFC
Encargos Financeiros Provisionados,DFC
Encargos Financeiros de Empréstimos e Debentures,DFC
Encargos Financeiros de Empréstimos e Financiamentos,DFC
Encargos Financeiros e Variação Cambial sobre Empréstimos e Financiamentos e Outras Obrigações,DFC
Encargos Financeiros e Variação Cambial sobre Financiamentos e Debêntures,DFC
Encargos Financeiros e variação cambial,DFC
Encargos Financeiros s/ Empréstimos e Obrigações,DFC
Encargos Financeiros s/ Financ. Amort. Capitalizados,DFC
Encargos Financeiros s/ Financiamentos,DFC
Encargos Financeiros sobre Arrendamentos,DFC
Encargos Financeiros sobre Empréstimos,DFC
"Encargos Financeiros sobre Empréstimos, Financiamentos, CCI e Bônus Perpétuos",DFC
"Encargos Financeiros sobre Financiamentos, Mútuos e Refis",DFC
Encargos Regulatórios,DFC
Encargos Regulatórios a Recolher,DFC
Encargos Setoriais,DFC
Encargos Sobre Empréstimos e Contratos de Arrendamento,DFC
Encargos Sobre Financiamentos,DFC
Encargos contratuais Leasing IFRS 16 - Juros,DFC
Encargos contratuais Leasing IFRS 16 - Principal,DFC
Encargos de Debêntures - Pagos,DFC
"Encargos de Dívidas (Inclui Variações Monetárias e Cambiais, Líquidas)",DFC
Encargos de Dívidas Pagos,DFC
Encargos de Dívidas e Debêntures Pagos,DFC
"Encargos de Dívidas, Atualizações Monetárias e Cambiais",DFC
Encargos de debêntures pagos,DFC
Encargos de dívidas e atualizações monetárias e cambiais,DFC
Encargos de dívidas e debêntures pagos,DFC
"Encargos de dívidas e var. monetárias e cambiais de mútuos, empréstimos, financiamentos e debêntures",DFC
Encargos de dívidas pagos,DFC
"Encargos de dívidas, juros, variações monetárias e cambiais líquidas",DFC
Encargos de empréstimos e financiamentos,DFC
Encargos de empréstimos e financiamentos pagos,DFC
"Encargos de empréstimos e financiamentos, debêntures e arrendamentos",DFC
Encargos de mútuos obtidos com partes relacionadas pagos,DFC
Encargos de passivo de arrendamentos pagos,DFC
Encargos de uso da rede elétrica,DFC
Encargos do Consumidor,DFC
"Encargos e Variações Monetárias e Cambiais, Líquidas",DFC
Encargos e Variações Monetárias/Cambiais Líquidas,DFC
Encargos e cariação cambial sobre empréstimos e financiamentos,DFC
Encargos e variação monetária de obrigações pós-emprego,DFC
Encargos financ e var cambial s/financ e emprestimos,DFC
Encargos financeiros,DFC
Encargos financeiros (arrendamento mercantil),DFC
Encargos financeiros (empréstimos e financiamentos),DFC
Encargos financeiros (outras contas a pagar),DFC
Encargos financeiros (partes relacionadas),DFC
Encargos financeiros - Direito de uso de ativos,DFC
Encargos financeiros - juros - arrendamentos,DFC
Encargos financeiros - juros e variação cambial,DFC
Encargos financeiros - juros e variação cambial - partes relacionadas,DFC
Encargos financeiros - juros sobre aplicação financeira,DFC
Encargos financeiros IFRS 16,DFC
Encargos financeiros arrendamento mercantil,DFC
Encargos financeiros capitalizados,DFC
Encargos financeiros capitalizados nas controladas,DFC
Encargos financeiros de aquisições,DFC
Encargos financeiros de debêntures,DFC
Encargos financeiros de empréstimos e debêntures,DFC
Encargos financeiros de empréstimos e financiamentos,DFC
"Encargos financeiros de financiamentos, debêntures e empréstimos",DFC
Encargos financeiros direito de uso,DFC
Encargos financeiros diretiro de uso,DFC
Encargos financeiros e  variação cambial sobre financiamentos,DFC
Encargos financeiros e variação cambial,DFC
Encargos financeiros e variação cambial reconhecido no resultado,DFC
"Encargos financeiros e variação cambial sobre empréstimos e financiamentos, debêntures",DFC
"Encargos financeiros e variação cambial sobre empréstimos, financiamentos",DFC
"Encargos financeiros e variação cambial sobre saldos de emprést., financ., debêntures e mútuos",DFC
"Encargos financeiros e variação monetária s/ empréstimos, financiamentos, debêntures e arrendamentos",DFC
"Encargos financeiros e variação monetária sobre empréstimos, financiamentos",DFC
"Encargos financeiros e variação monetária sobre empréstimos, financiamentos, debêntures e arrendamen",DFC
Encargos financeiros e variações cambiais,DFC
Encargos financeiros líquidos sobre empréstimos e debêntures,DFC
Encargos financeiros passivo de arrendamentos,DFC
Encargos financeiros sobre arrendamentos,DFC
Encargos financeiros sobre contas a pagar por aquisição de investimento,DFC
Encargos financeiros sobre debêntures,DFC
Encargos financeiros sobre dívidas e créditos,DFC
Encargos financeiros sobre empréstimos apropriados ao resultado,DFC
Encargos financeiros sobre empréstimos e financiamentos,DFC
"Encargos financeiros sobre empréstimos, financiamento e debêntures",DFC
"Encargos financeiros sobre empréstimos, financiamentos, debêntures e arrendamentos",DFC
Encargos financeiros sobre financiamento,DFC
Encargos financeiros sobre financiamentos,DFC
Encargos financeiros sobre parcelamento de impostos,DFC
"Encargos financeiros sobre provisões e outros, líquidos",DFC
